video_path,source_frame,driving_frame
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#0sETQ5nxvf8#001227#001472.mp4,54,119
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#0sETQ5nxvf8#001586#001673.mp4,18,1
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#0sETQ5nxvf8#001586#001673.mp4,63,12
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#0sETQ5nxvf8#001586#001673.mp4,56,67
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#0sETQ5nxvf8#001586#001673.mp4,38,64
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#0sETQ5nxvf8#001586#001673.mp4,12,53
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000284#000429.mp4,87,131
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000284#000429.mp4,51,136
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000284#000429.mp4,145,98
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000284#000429.mp4,12,61
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000284#000429.mp4,158,156
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000443#000552.mp4,95,58
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000443#000552.mp4,105,42
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000443#000552.mp4,6,26
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000443#000552.mp4,114,0
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000443#000552.mp4,54,48
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000781#000963.mp4,121,149
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000781#000963.mp4,167,151
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000781#000963.mp4,159,44
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000781#000963.mp4,166,130
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000781#000963.mp4,33,13
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000979#001081.mp4,91,18
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000979#001081.mp4,77,95
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000979#001081.mp4,105,24
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000979#001081.mp4,73,34
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#000979#001081.mp4,31,82
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#001310#001474.mp4,19,69
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#001310#001474.mp4,27,151
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#001310#001474.mp4,12,125
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#001310#001474.mp4,85,75
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#001310#001474.mp4,192,73
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#001493#001925.mp4,98,387
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#001493#001925.mp4,367,73
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#001493#001925.mp4,218,460
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#001493#001925.mp4,143,180
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#001493#001925.mp4,413,117
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002331#002614.mp4,308,0
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002331#002614.mp4,83,299
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002331#002614.mp4,69,47
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002331#002614.mp4,205,266
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002331#002614.mp4,143,1
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002627#002747.mp4,116,32
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002627#002747.mp4,94,95
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002627#002747.mp4,113,134
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002627#002747.mp4,71,129
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002627#002747.mp4,15,11
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002759#002883.mp4,25,139
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002759#002883.mp4,68,84
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002759#002883.mp4,78,104
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002759#002883.mp4,128,126
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002759#002883.mp4,51,49
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002906#003075.mp4,108,177
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002906#003075.mp4,95,74
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002906#003075.mp4,64,171
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002906#003075.mp4,77,145
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#002906#003075.mp4,89,115
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003395#003502.mp4,31,47
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003395#003502.mp4,85,116
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003395#003502.mp4,123,79
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003395#003502.mp4,109,43
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003395#003502.mp4,53,87
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003518#003707.mp4,134,50
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003518#003707.mp4,83,128
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003518#003707.mp4,92,0
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003518#003707.mp4,81,91
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003518#003707.mp4,51,30
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003725#003904.mp4,37,158
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003725#003904.mp4,42,187
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003725#003904.mp4,15,17
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003725#003904.mp4,51,129
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#003725#003904.mp4,23,153
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#004558#004747.mp4,146,211
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#004558#004747.mp4,220,93
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#004558#004747.mp4,24,9
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#004558#004747.mp4,112,89
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#004558#004747.mp4,162,43
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#005197#005375.mp4,127,98
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#005197#005375.mp4,185,159
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#005197#005375.mp4,185,103
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#005197#005375.mp4,165,177
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#005197#005375.mp4,12,90
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#005478#005818.mp4,187,245
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#005478#005818.mp4,244,54
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#005478#005818.mp4,78,212
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#005478#005818.mp4,401,12
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#005478#005818.mp4,357,148
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#006206#006519.mp4,100,319
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#006206#006519.mp4,97,361
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#006206#006519.mp4,135,122
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#006206#006519.mp4,52,126
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#006206#006519.mp4,331,49
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007056#007176.mp4,117,0
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007056#007176.mp4,104,4
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007056#007176.mp4,10,28
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007056#007176.mp4,49,30
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007056#007176.mp4,18,5
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007176#007327.mp4,111,174
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007176#007327.mp4,27,90
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007176#007327.mp4,159,68
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007176#007327.mp4,7,29
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007176#007327.mp4,19,147
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007327#007598.mp4,82,35
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007327#007598.mp4,50,29
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007327#007598.mp4,23,128
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007327#007598.mp4,104,132
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#9K2YB1d8BqY#007327#007598.mp4,249,55
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#a3QzK5pWpI4#006226#006387.mp4,28,116
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#a3QzK5pWpI4#006226#006387.mp4,108,170
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#a3QzK5pWpI4#006226#006387.mp4,74,126
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#a3QzK5pWpI4#006226#006387.mp4,125,110
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#a3QzK5pWpI4#006226#006387.mp4,180,179
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#000435#000549.mp4,102,15
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#000435#000549.mp4,0,111
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#000435#000549.mp4,3,132
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#000435#000549.mp4,83,15
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#000435#000549.mp4,24,106
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#000600#000977.mp4,378,248
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#000600#000977.mp4,28,108
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#000600#000977.mp4,357,96
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#000600#000977.mp4,349,90
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#000600#000977.mp4,142,150
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#001042#001400.mp4,43,361
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#001042#001400.mp4,250,256
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#001042#001400.mp4,275,173
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#001042#001400.mp4,335,221
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#001042#001400.mp4,159,15
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#001407#001578.mp4,51,151
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#001407#001578.mp4,78,11
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#001407#001578.mp4,150,86
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#001407#001578.mp4,120,59
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#001407#001578.mp4,106,195
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002140#002667.mp4,58,10
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002140#002667.mp4,327,383
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002140#002667.mp4,285,391
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002140#002667.mp4,7,10
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002140#002667.mp4,57,605
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002720#002883.mp4,66,154
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002720#002883.mp4,194,186
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002720#002883.mp4,107,125
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002720#002883.mp4,174,151
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002720#002883.mp4,33,110
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002909#003357.mp4,508,411
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002909#003357.mp4,221,120
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002909#003357.mp4,275,384
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002909#003357.mp4,103,40
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#002909#003357.mp4,253,98
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003072#003200.mp4,125,116
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003072#003200.mp4,118,44
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003072#003200.mp4,22,61
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003072#003200.mp4,45,145
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003072#003200.mp4,89,148
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003645#003916.mp4,257,291
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003645#003916.mp4,296,107
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003645#003916.mp4,119,158
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003645#003916.mp4,58,71
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003645#003916.mp4,90,259
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003930#004117.mp4,136,166
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003930#004117.mp4,48,37
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003930#004117.mp4,81,62
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003930#004117.mp4,101,25
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#003930#004117.mp4,51,101
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#004264#005148.mp4,908,515
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#004264#005148.mp4,868,288
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#004264#005148.mp4,716,347
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#004264#005148.mp4,631,391
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#DPPq8w5ILrA#004264#005148.mp4,300,344
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#FP4TghS5_UQ#003694#004036.mp4,180,105
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#FP4TghS5_UQ#003694#004036.mp4,353,245
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#FP4TghS5_UQ#003694#004036.mp4,249,317
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#FP4TghS5_UQ#003694#004036.mp4,119,251
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#FP4TghS5_UQ#003694#004036.mp4,215,52
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#FP4TghS5_UQ#004054#004185.mp4,10,31
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#FP4TghS5_UQ#004054#004185.mp4,72,145
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#FP4TghS5_UQ#004054#004185.mp4,14,16
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#FP4TghS5_UQ#004054#004185.mp4,95,75
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#FP4TghS5_UQ#004054#004185.mp4,104,5
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#iH0jGPqp3Hc#001068#001316.mp4,257,109
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#iH0jGPqp3Hc#001068#001316.mp4,111,163
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#iH0jGPqp3Hc#001068#001316.mp4,213,189
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#iH0jGPqp3Hc#001068#001316.mp4,31,26
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#iH0jGPqp3Hc#001068#001316.mp4,212,257
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#iH0jGPqp3Hc#004715#005000.mp4,74,306
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#iH0jGPqp3Hc#004715#005000.mp4,107,19
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#iH0jGPqp3Hc#004715#005000.mp4,146,73
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#iH0jGPqp3Hc#004715#005000.mp4,301,193
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10286#iH0jGPqp3Hc#004715#005000.mp4,205,107
